,channelGrouping,fullVisitorId,visitNumber,visitStartTime,device_operatingSystem,device_isMobile,geoNetwork_region,geoNetwork_metro,geoNetwork_city,geoNetwork_networkDomain,totals_hits,totals_pageviews,totals_timeOnSite,trafficSource_source,trafficSource_medium
710046,Organic Search,9876655880508708318,1,1481465285,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,31,29,847,(direct),(none)
710048,Paid Search,0544953081124286184,1,1481463839,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),33,26,1171,(direct),(none)
710054,Organic Search,0175518117099857981,3,1481479519,iOS,True,Georgia,Atlanta GA,Atlanta,myvzw.com,35,28,1844,yahoo,organic
710056,Referral,9349364692544549739,2,1481506585,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,35,29,894,(direct),(none)
710057,Referral,4815752337215431060,1,1481475937,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,35,28,1149,(direct),(none)
710066,Referral,6614589906823585713,3,1481502458,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),40,32,1652,(direct),(none)
710067,Referral,768998327849146700,5,1481516913,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,41,32,2411,(direct),(none)
710068,Referral,4403455987499606429,16,1481508257,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),41,26,2120,(direct),(none)
710070,Organic Search,175507400983740299,2,1481491845,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,windstream.net,42,34,737,(direct),(none)
710071,Organic Search,6198640626088260901,1,1481479046,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,42,33,1196,(direct),(none)
710072,Referral,6230711992146331742,1,1481510155,Macintosh,False,New York,New York NY,New York,(not set),43,38,1444,(direct),(none)
710073,Direct,903821245365156924,2,1481502380,iOS,True,California,Los Angeles CA,Los Angeles,att.net,43,30,695,(direct),(none)
710078,Referral,0777922178356486144,10,1481507658,Macintosh,False,New York,New York NY,New York,verizon.net,51,43,1096,(direct),(none)
710079,Referral,1229962015086120441,2,1481480173,Windows,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),52,41,2840,siliconvalley.about.com,referral
710087,Referral,9469223284221868281,4,1481522106,Windows,False,California,San Francisco-Oakland-San Jose CA,San Francisco,unknown.unknown,66,53,1327,(direct),(none)
710088,Referral,8050569800100708827,1,1481488492,Macintosh,False,New Jersey,New York NY,Jersey City,verizon.net,71,57,1434,(direct),(none)
710089,Referral,2878531913092321151,4,1481471720,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),75,51,1982,(direct),(none)
710091,Referral,566269193391274218,1,1481505731,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,79,57,1056,(direct),(none)
710093,Referral,4186017304980916856,2,1481482661,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rcn.com,83,63,2202,(direct),(none)
710094,Referral,2033149648526352722,2,1481515224,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,87,57,1297,(direct),(none)
710097,Referral,6016169532034396504,7,1481496826,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,111,85,2978,(direct),(none)
710098,Referral,6726478899201625475,4,1481472607,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,111,80,2924,(direct),(none)
710718,Direct,1421799318269237392,1,1511580619,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),10,10,582,(direct),(none)
710847,Direct,9243982542292611784,1,1511583185,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),15,15,449,(direct),(none)
710865,Direct,383803241419453277,1,1511558374,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),16,14,347,(direct),(none)
710902,Referral,0654919327165321101,7,1511549864,Macintosh,False,New York,New York NY,New York,(not set),19,15,478,(direct),(none)
710924,Organic Search,9004665790049152828,1,1511545896,Macintosh,False,Washington,Seattle-Tacoma WA,Kirkland,comcast.net,22,19,565,google,organic
710943,Referral,5135989168764698382,3,1511543307,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),25,20,552,(direct),(none)
710954,Organic Search,5777980532859687841,2,1511539698,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rogers.com,28,21,2101,google,organic
710958,Direct,6984706534942085748,1,1511541752,iOS,True,California,Los Angeles CA,Los Angeles,sbcglobal.net,29,27,2032,(direct),(none)
710960,Direct,778584068382197592,1,1511510457,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),30,27,2511,(direct),(none)
710966,Referral,8895120551152970650,3,1511541010,Macintosh,False,New York,New York NY,New York,(not set),33,20,416,(direct),(none)
710981,Direct,1262443495260947074,1,1511549030,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,hvdata.net,39,22,1403,(direct),(none)
710987,Referral,3854850864664577882,3,1511533761,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,44,30,733,(direct),(none)
710990,Referral,3876358951387585573,6,1511547628,Chrome OS,False,California,Los Angeles CA,Irvine,rr.com,45,29,1034,(direct),(none)
710992,Organic Search,3600945179671109229,1,1511534920,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,optonline.net,46,31,742,google,organic
710999,Referral,7743985011977873451,5,1511544998,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,rr.com,67,45,1252,(direct),(none)
713364,Paid Search,4380589661863179931,1,1513965060,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,optonline.net,12,10,191,google,cpc
713374,Paid Search,1888331115363982379,1,1513960363,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,cisco.com,23,19,529,google,cpc
713377,Paid Search,1194724349607994196,2,1513959313,iOS,True,Colorado,Denver CO,Denver,qwest.net,34,23,2228,google,cpc
714108,Referral,1733931644842619437,2,1513974862,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,comcastbusiness.net,10,8,270,(direct),(none)
714134,Referral,2207040295722550724,6,1514007068,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,chtrptr.net,11,9,337,(direct),(none)
714168,Direct,4543160976342495521,1,1513958400,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,13,11,215,(direct),(none)
714234,Direct,1875963643082309611,3,1513954963,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),20,15,277,(direct),(none)
714236,Organic Search,0557916644037358554,5,1513969178,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),20,17,1624,google,organic
714243,Referral,1751880770980172470,2,1513963385,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,shentel.net,22,15,632,(direct),(none)
714246,Organic Search,3412496698769605152,1,1513996943,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),22,17,529,google,organic
714248,Referral,004245645024915245,1,1513954397,Macintosh,False,New York,New York NY,New York,(not set),23,19,625,(direct),(none)
714271,Paid Search,2114373203218141149,1,1513955356,Macintosh,False,Texas,Houston TX,Houston,(not set),34,24,1675,google,cpc
714274,Organic Search,1718571301776964641,1,1513995675,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,orbitelcom.com,37,31,2011,google,organic
714280,Referral,323631317864473791,1,1513956589,Macintosh,False,Illinois,Chicago IL,Chicago,comcast.net,42,30,841,(direct),(none)
714281,Referral,6052189092112169242,1,1513974212,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),44,31,770,(direct),(none)
714282,Organic Search,9587454383487139918,2,1513959924,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Santa Clara,(not set),44,29,1558,google,organic
714283,Referral,9336933721783938777,1,1513945737,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,46,35,843,(direct),(none)
714284,Organic Search,4326951783398177902,1,1514008326,Macintosh,False,California,San Diego CA,San Diego,(not set),47,36,977,google,organic
714286,Referral,0785082127462944585,2,1513976289,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),65,42,738,(direct),(none)
716136,Referral,4318859395681595778,2,1475870999,Macintosh,False,New York,New York NY,New York,(not set),13,12,426,(direct),(none)
716221,Direct,247764274628455945,1,1475860607,iOS,True,California,Los Angeles CA,Los Angeles,(not set),19,18,831,(direct),(none)
716234,Organic Search,9767254351346198956,3,1475878255,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,20,16,192,google,organic
716243,Referral,0563490046617768162,1,1475874737,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),21,18,553,(direct),(none)
716247,Paid Search,457499068268843030,2,1475875844,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),21,21,517,google,cpc
716248,Organic Search,7524696809408974105,1,1475869577,Windows,False,Texas,Houston TX,Houston,bechtel.com,21,18,508,google,organic
716252,Organic Search,2935533769478541529,1,1475887712,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,21,19,842,google,organic
716254,Referral,1710046532262949205,6,1475868028,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),21,19,1143,(direct),(none)
716260,Referral,4322762657980853938,2,1475870808,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),22,20,553,(direct),(none)
716262,Referral,8835299295328484368,5,1475848614,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,22,20,545,(direct),(none)
716279,Referral,327132720272185354,2,1475867751,Macintosh,False,New York,New York NY,New York,(not set),24,20,433,(direct),(none)
716285,Organic Search,919860429022748291,1,1475866432,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,ccimechanical.org,24,24,405,google,organic
716289,Referral,9085030584269619160,2,1475861982,Windows,False,New York,New York NY,New York,(not set),25,21,670,(direct),(none)
716304,Referral,2575256090311301096,3,1475901343,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),29,22,377,(direct),(none)
716314,Referral,7557284395994307792,3,1475870914,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),30,27,213,(direct),(none)
716323,Organic Search,7926818431252952072,8,1475873887,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Bruno,(not set),32,30,839,google,organic
716329,Referral,4279722686753943026,9,1475879695,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),35,28,1433,sites.google.com,referral
716332,Referral,0150031486512354806,1,1475853798,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),35,30,451,(direct),(none)
716334,Organic Search,3462392387008560211,3,1475872080,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,35,28,440,google,organic
716336,Organic Search,2061376708156621667,1,1475855507,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,myvzw.com,36,28,596,google,organic
716338,Direct,3345163376310988493,4,1475849145,Macintosh,False,New York,New York NY,New York,(not set),36,34,2689,(direct),(none)
716342,Organic Search,8841710222631357512,3,1475857311,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),38,31,2114,google,organic
716351,Referral,944470022176466998,3,1475859737,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),40,31,2253,(direct),(none)
