,totals_totalTransactionRevenue,channelGrouping,fullVisitorId,visitNumber,visitStartTime,device_operatingSystem,device_isMobile,geoNetwork_region,geoNetwork_metro,geoNetwork_city,geoNetwork_networkDomain,totals_hits,totals_pageviews,totals_timeOnSite,trafficSource_source,trafficSource_medium
1008606,50980000.0,Direct,2639131221317716053,2,1514413589,Linux,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),43,39,2084,(direct),(none)
1008609,283500000.0,Direct,8853136453455904047,1,1514379705,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),55,39,1917,(direct),(none)
1008612,191470000.0,Referral,6834008408836645884,4,1514402159,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),133,91,1422,(direct),(none)
1010288,47980000.0,Social,5239205521599509655,5,1521057222,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),11,8,503,plus.url.google.com,referral
1010290,44980000.0,Social,5611104203289093560,4,1521059253,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),15,12,118,plus.url.google.com,referral
1010294,66370000.0,Social,1901352987461109480,7,1521049187,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),23,16,597,plus.url.google.com,referral
1010296,61370000.0,Social,3217672347950507440,4,1521059540,Linux,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),35,26,1604,plus.url.google.com,referral
1010427,640500000.0,Organic Search,0059892775237511482,6,1521050994,Macintosh,False,New York,New York NY,New York,(not set),10,8,266,google,organic
1010435,58480000.0,Referral,5401362391412676463,1,1521040891,Macintosh,False,Georgia,Atlanta GA,Atlanta,(not set),11,11,1600,(direct),(none)
1010469,42980000.0,Referral,1677353270356749389,2,1521055747,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),12,8,156,(direct),(none)
1010523,303500000.0,Referral,403719567246963751,5,1521054565,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),15,14,1763,(direct),(none)
1010526,387700000.0,Organic Search,0059892775237511482,5,1521048814,Macintosh,False,New York,New York NY,New York,(not set),15,13,179,google,organic
1010542,676650000.0,Referral,794223303487787605,2,1521052192,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),16,13,351,(direct),(none)
1010547,22990000.0,Referral,3898485409106021979,4,1521052778,Windows,False,California,San Francisco-Oakland-San Jose CA,San Jose,(not set),16,11,397,(direct),(none)
1010552,48990000.0,Referral,541250653450210047,8,1521066187,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),17,10,200,(direct),(none)
1010563,48590000.0,Referral,7687400111395786943,4,1521079546,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,comcast.net,17,16,270,(direct),(none)
1010572,45590000.0,Referral,5134144713780441877,2,1521081486,Linux,False,California,San Francisco-Oakland-San Jose CA,San Bruno,(not set),18,15,1235,(direct),(none)
1010589,63180000.0,Referral,0376182372299297072,4,1521085276,Macintosh,False,California,San Diego CA,San Diego,monkeybrains.net,19,15,244,sites.google.com,referral
1010590,43230000.0,Organic Search,6685443846026349899,1,1521051933,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),19,17,386,google,organic
1010602,78980000.0,Organic Search,2348609954583194070,2,1521054193,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,qwest.net,20,16,355,google,organic
1010604,18580000.0,Referral,764712443127603138,2,1521058625,Macintosh,False,New York,New York NY,New York,tmodns.net,20,18,817,(direct),(none)
1010609,47980000.0,Organic Search,0338169062140006020,2,1521048873,Macintosh,False,California,Los Angeles CA,Los Angeles,(not set),21,17,899,google,organic
1010613,43980000.0,Direct,0452526754485227048,1,1521063753,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),21,15,350,(direct),(none)
1010616,23590000.0,Referral,4363616174932996501,2,1521067898,Macintosh,False,California,Los Angeles CA,Los Angeles,(not set),21,14,510,(direct),(none)
1010639,19590000.0,Referral,7055109698608855837,7,1521052290,Linux,False,New York,New York NY,New York,(not set),25,22,473,(direct),(none)
1010641,180900000.0,Referral,2790092139140890971,1,1521059869,Macintosh,False,California,Los Angeles CA,Los Angeles,belairinternet.com,25,22,1450,(direct),(none)
1010643,49380000.0,Organic Search,8739013270764104216,9,1521063404,Linux,False,California,Los Angeles CA,Los Angeles,(not set),25,21,3061,google,organic
1010644,58970000.0,Organic Search,7432190850808447844,1,1521055612,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,vanderbilt.edu,25,17,199,google,organic
1010658,219710000.0,Organic Search,4083226569846556606,4,1521040314,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),27,20,1274,google,organic
1010670,38980000.0,Organic Search,4175386433851431655,4,1521085328,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,cableone.net,30,22,812,google,organic
1010676,60970000.0,Direct,4292911197791288381,2,1521055470,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),31,22,639,(direct),(none)
1010684,83980000.0,Direct,2658168279602070489,3,1521052112,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,36,27,1240,(direct),(none)
1010696,73980000.0,Organic Search,8280105388541703747,1,1521062579,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),45,34,849,google,organic
1010708,33980000.0,Direct,6069944922909929130,1,1521050928,Linux,False,New York,New York NY,New York,(not set),66,51,963,(direct),(none)
1010709,161950000.0,Direct,6964851174853027835,2,1521054343,Macintosh,False,California,Los Angeles CA,Los Angeles,rr.com,73,31,3893,(direct),(none)
1010714,25970000.0,Referral,7113333038298985160,3,1521079294,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,qwest.net,87,73,2587,(direct),(none)
1011481,19590000.0,Referral,0960493225935149276,1,1521056981,Macintosh,False,New York,New York NY,New York,(not set),9,7,728,(direct),(none)
1015416,18980000.0,Organic Search,9960901524529982364,1,1522548605,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,22,17,693,google,organic
1015451,19940000.0,Direct,9848707092649880079,1,1522515518,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,frontiernet.net,36,24,646,(direct),(none)
1015459,28990000.0,Organic Search,5943741074451591187,2,1522517176,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),43,31,1142,google,organic
1016153,46740000.0,Referral,5426904524243712667,3,1502680255,Macintosh,False,New York,New York NY,New York,verizon.net,11,11,772,(direct),(none)
1016156,40590000.0,Direct,9956944227541510141,1,1502662504,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,11,10,250,(direct),(none)
1016186,52760000.0,Referral,4903230220341302146,4,1502664295,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),13,13,837,(direct),(none)
1016188,46100000.0,Referral,4125816869977598126,2,1502665324,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,comcast.net,13,13,332,(direct),(none)
1016241,19290000.0,Organic Search,5353410389824030729,1,1502633895,Android,True,Illinois,Chicago IL,Chicago,mycingular.net,20,17,724,google,organic
1016247,10360000.0,Referral,5139927098906360724,5,1502641385,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,att.net,20,17,910,(direct),(none)
1016258,20280000.0,Organic Search,0541995629494189884,2,1502662301,Windows,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),22,20,560,google,organic
1016262,19160000.0,Referral,3270366418002265443,2,1502665075,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,22,20,610,(direct),(none)
1016273,61760000.0,Referral,2175829381279475435,6,1502681834,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),26,23,1441,(direct),(none)
1016277,34880000.0,Paid Search,8477761512603994026,1,1502639082,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,28,24,455,google,cpc
1016281,64960000.0,Organic Search,5924527377517314844,2,1502662281,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,28,21,506,google,organic
1016284,28970000.0,Organic Search,22497625751747355,2,1502635448,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,29,25,1655,google,organic
1016285,76000000.0,Referral,0421250112923792694,1,1502661346,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,29,22,702,(direct),(none)
1016287,48750000.0,Referral,2933762331849351486,1,1502669117,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,31,25,704,(direct),(none)
1016301,40450000.0,Organic Search,0460539599555230982,1,1502627376,Windows,False,District of Columbia,Washington DC (Hagerstown MD),Washington,state.gov,36,27,2054,google,organic
1016302,7980000.0,Organic Search,9789519173681090038,4,1502638326,Android,True,California,San Francisco-Oakland-San Jose CA,San Jose,cox.net,36,27,1136,google,organic
1016309,34260000.0,Paid Search,3044925607304282900,3,1502675283,Android,True,California,Los Angeles CA,Los Angeles,unknown.unknown,47,43,2734,google,cpc
1016311,55970000.0,Organic Search,8405090693035861365,1,1502651819,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,spcsdns.net,52,33,879,google,organic
1016317,114070000.0,Organic Search,9369591396044964894,3,1502681550,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,atlanticbb.net,86,70,9932,google,organic
1016319,36380000.0,Organic Search,042574341242724963,6,1502607609,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,126,92,2350,google,organic
1019317,287950000.0,Direct,3981643507118895427,2,1486062705,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,(not set),12,10,363,(direct),(none)
1019332,5590000.0,Organic Search,0433977539031077073,7,1486064701,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),13,13,174,(direct),(none)
1019339,180880000.0,Referral,5816018559064540800,6,1486075473,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,13,11,186,(direct),(none)
1019395,278700000.0,Referral,0214776722271775969,1,1486076177,Macintosh,False,Georgia,Atlanta GA,Atlanta,comcast.net,18,16,323,(direct),(none)
1019404,60750000.0,Direct,39194810552478835,1,1486066690,Macintosh,False,New York,New York NY,New York,(not set),19,18,725,(direct),(none)
1019416,30180000.0,Referral,6558432004095303802,1,1486067423,Macintosh,False,Washington,Seattle-Tacoma WA,Kirkland,(not set),20,18,310,(direct),(none)
1019426,155030000.0,Referral,7627090613587216352,5,1486051314,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),21,18,966,(direct),(none)
1019430,25990000.0,Referral,7870849325324206691,1,1486079492,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,22,20,339,(direct),(none)
1019443,25990000.0,Organic Search,3918073616784112922,2,1486050188,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,twtelecom.net,23,19,322,(direct),(none)
1019461,188650000.0,Display,2549182723988683065,2,1486067577,Macintosh,False,New York,New York NY,New York,(not set),31,25,284,dfa,cpm
1019462,39370000.0,Referral,2415085382840318427,3,1486077566,Linux,False,Washington,Seattle-Tacoma WA,Seattle,(not set),31,24,282,(direct),(none)
1019471,81990000.0,Organic Search,4495063769575332986,3,1486052961,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,36,26,763,(direct),(none)
1019473,45980000.0,Direct,8084104839232710920,1,1486075885,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),37,33,1456,(direct),(none)
1019477,18480000.0,Paid Search,1781010856470588280,1,1486038053,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,partners.org,39,34,745,(direct),(none)
1019478,56000000.0,Organic Search,937994839279902527,2,1486086007,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,40,32,1572,(direct),(none)
1019483,209890000.0,Direct,5810770256591004737,5,1486057956,Macintosh,False,California,Los Angeles CA,Los Angeles,(not set),42,31,366,(direct),(none)
